epoch	loss	prec1	prec5	lr
1	1.8919997215270996	43.51211166381836	87.71626281738281	0.01
2	1.158408522605896	66.47924041748047	96.32353210449219	0.01
3	0.8875727653503418	72.70761108398438	97.18858337402344	0.01
4	0.7688173055648804	75.90830993652344	97.3615951538086	0.01
5	0.680923342704773	79.19550323486328	97.18858337402344	0.01
6	0.662784993648529	79.06575012207031	98.14014434814453	0.01
7	0.6027100682258606	80.66609191894531	98.05363464355469	0.01
8	0.573068380355835	82.35294342041016	98.2698974609375	0.01
9	0.5588771104812622	82.91522979736328	98.2698974609375	0.01
10	0.5440448522567749	82.91522979736328	98.31314849853516	0.01
11	0.5457174777984619	83.04498291015625	97.92388153076172	0.01
12	0.5071017146110535	83.82353210449219	97.88062286376953	0.01
13	0.5116427540779114	83.82353210449219	97.5778579711914	0.01
14	0.49520981311798096	84.68858337402344	98.2698974609375	0.01
15	0.4392739236354828	86.76470947265625	98.31314849853516	0.001
16	0.40902402997016907	87.19723510742188	98.61592102050781	0.001
17	0.4167901277542114	87.28373718261719	98.70242309570312	0.001
18	0.3922117054462433	87.93252563476562	98.399658203125	0.001
19	0.38524433970451355	87.71626281738281	98.57266998291016	0.001
20	0.3796255886554718	87.6297607421875	98.74567413330078	0.001
21	0.38200899958610535	88.49481201171875	98.65917205810547	0.001
22	0.3908727765083313	89.01384735107422	98.52941131591797	0.001
23	0.38066932559013367	87.84602355957031	98.78893280029297	0.001
24	0.33369216322898865	90.3114242553711	98.70242309570312	0.001
25	0.36644166707992554	88.19204711914062	98.74567413330078	0.00010000000000000002
26	0.3357865810394287	89.70588684082031	99.0916976928711	0.00010000000000000002
27	0.3792129456996918	87.84602355957031	98.83218383789062	0.00010000000000000002
28	0.35384491086006165	88.92733764648438	99.00519561767578	0.00010000000000000002
29	0.346706360578537	89.83563995361328	98.91868591308594	0.00010000000000000002
30	0.3455564081668854	90.0519027709961	98.61592102050781	0.00010000000000000002
