epoch	loss	prec1	prec5	lr
1	1.9082465171813965	42.214534759521484	84.60208129882812	0.01
2	1.0637259483337402	70.7179946899414	97.05883026123047	0.01
3	0.7681416869163513	78.89273834228516	97.92388153076172	0.01
4	0.6532287001609802	81.96366882324219	97.4913558959961	0.01
5	0.5871065855026245	81.74740600585938	98.05363464355469	0.01
6	0.5377091765403748	83.73703002929688	98.18339538574219	0.01
7	0.512755274772644	84.64533233642578	98.2698974609375	0.01
8	0.46691590547561646	85.72664642333984	98.2698974609375	0.01
9	0.4602998197078705	85.59688568115234	98.14014434814453	0.01
10	0.41463080048561096	87.11073303222656	98.78893280029297	0.01
11	0.4352583587169647	86.63494873046875	98.48616027832031	0.01
12	0.3847659230232239	87.759521484375	99.0916976928711	0.01
13	0.37043458223342896	88.92733764648438	98.83218383789062	0.01
14	0.37756744027137756	88.62457275390625	98.57266998291016	0.01
15	0.3571309447288513	89.10034942626953	99.17820739746094	0.001
16	0.3199149966239929	91.04671478271484	99.04844665527344	0.001
17	0.3088538348674774	90.09516143798828	98.87543487548828	0.001
18	0.29172325134277344	91.52249145507812	98.87543487548828	0.001
19	0.264640212059021	91.73875427246094	99.2214584350586	0.001
20	0.2728637158870697	92.34429168701172	99.3079605102539	0.001
21	0.2744341492652893	91.95501708984375	99.0916976928711	0.001
22	0.2758263051509857	91.56575012207031	99.13494873046875	0.001
23	0.2686152160167694	91.78201293945312	99.0916976928711	0.001
24	0.28932124376296997	91.30622863769531	98.91868591308594	0.001
25	0.277098685503006	91.04671478271484	99.00519561767578	0.00010000000000000002
26	0.2587481141090393	91.95501708984375	98.96194458007812	0.00010000000000000002
27	0.2536245286464691	92.43080139160156	99.0916976928711	0.00010000000000000002
28	0.2551347315311432	92.90657806396484	99.35121154785156	0.00010000000000000002
29	0.28249889612197876	91.04671478271484	99.00519561767578	0.00010000000000000002
30	0.2675969898700714	92.2577896118164	98.96194458007812	0.00010000000000000002
