epoch	loss	prec1	prec5	lr
1	2.416579484939575	9.342560768127441	49.82699203491211	0.01
2	2.337222099304199	10.813149452209473	52.94117736816406	0.01
3	2.26187801361084	15.570934295654297	62.24048614501953	0.01
4	2.100330352783203	20.93425750732422	74.48097229003906	0.01
5	1.9526458978652954	28.5899658203125	80.62284088134766	0.01
6	1.8285951614379883	32.050174713134766	84.29930877685547	0.01
7	1.6775822639465332	38.19204330444336	86.76470947265625	0.01
8	1.5011522769927979	44.59342575073242	90.65744018554688	0.01
9	1.4613944292068481	46.79930877685547	92.1280288696289	0.01
10	1.3265019655227661	51.686851501464844	92.820068359375	0.01
11	1.310002088546753	52.55190658569336	92.60380554199219	0.01
12	1.2460018396377563	56.574398040771484	92.99308013916016	0.01
13	1.1551824808120728	58.82353210449219	94.679931640625	0.01
14	1.129577875137329	61.505191802978516	94.46366882324219	0.01
15	1.0138815641403198	65.48442840576172	95.45848083496094	0.001
16	0.9790363311767578	66.73875427246094	95.54498291015625	0.001
17	0.9737097024917603	67.56055450439453	96.06401824951172	0.001
18	0.9090354442596436	69.1176528930664	96.06401824951172	0.001
19	0.9120849967002869	69.29065704345703	95.80450439453125	0.001
20	0.9222046136856079	68.9878921508789	96.23703002929688	0.001
21	0.8629948496818542	70.67474365234375	96.88581848144531	0.001
22	0.8494586944580078	71.58304595947266	96.23703002929688	0.001
23	0.8949428796768188	68.51211547851562	96.4100341796875	0.001
24	0.8517276048660278	70.3719711303711	97.05883026123047	0.001
25	0.8420417308807373	71.28028106689453	96.49654388427734	0.00010000000000000002
26	0.8143228888511658	72.79412078857422	96.28028106689453	0.00010000000000000002
27	0.8561632633209229	70.76124572753906	96.36678314208984	0.00010000000000000002
28	0.847262442111969	71.28028106689453	96.79930877685547	0.00010000000000000002
29	0.8300355672836304	72.75086975097656	96.32353210449219	0.00010000000000000002
30	0.8205179572105408	72.05882263183594	96.4100341796875	0.00010000000000000002
