epoch	loss	prec1	prec5	lr
1	2.4116086959838867	9.429065704345703	50.735294342041016	0.01
2	2.294400215148926	13.235294342041016	58.866783142089844	0.01
3	2.0797393321990967	22.404844284057617	75.21626281738281	0.01
4	1.8677239418029785	30.92560577392578	83.56401824951172	0.01
5	1.6958062648773193	36.505191802978516	87.24048614501953	0.01
6	1.5427709817886353	45.06920623779297	89.83563995361328	0.01
7	1.4547326564788818	46.79930877685547	91.00346374511719	0.01
8	1.3533283472061157	52.07612609863281	92.21453857421875	0.01
9	1.2456058263778687	56.05536651611328	93.46886444091797	0.01
10	1.1866796016693115	59.21280288696289	94.16090393066406	0.01
11	1.0919928550720215	61.202423095703125	94.679931640625	0.01
12	1.0542786121368408	63.624568939208984	95.32872009277344	0.01
13	1.0486371517181396	64.10034942626953	95.28546905517578	0.01
14	0.9288421273231506	68.29585266113281	96.23703002929688	0.01
15	0.8130614161491394	73.09688568115234	96.36678314208984	0.001
16	0.7802401781082153	73.91868591308594	96.97232055664062	0.001
17	0.7847973108291626	73.87543487548828	96.4100341796875	0.001
18	0.7926649451255798	73.09688568115234	96.36678314208984	0.001
19	0.7794247269630432	75.17301177978516	96.49654388427734	0.001
20	0.7546395659446716	74.91349792480469	97.14533233642578	0.001
21	0.7124083042144775	76.21107482910156	97.18858337402344	0.001
22	0.7162010073661804	75.47578430175781	97.2318344116211	0.001
23	0.6866294741630554	77.5519027709961	97.2318344116211	0.001
24	0.654981255531311	77.8979263305664	97.5778579711914	0.001
25	0.690035343170166	76.9896240234375	96.6695556640625	0.00010000000000000002
26	0.71295166015625	76.38408660888672	97.31834411621094	0.00010000000000000002
27	0.6619833111763	78.76297760009766	97.18858337402344	0.00010000000000000002
28	0.6878777742385864	78.50346374511719	96.79930877685547	0.00010000000000000002
29	0.6907191872596741	77.5519027709961	97.10208129882812	0.00010000000000000002
30	0.6900028586387634	77.11937713623047	97.01557159423828	0.00010000000000000002
