file,total_frames,time,result,ground_truth
s1-1.mov,83,8.315979957580566,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,80,8.720099925994873,Click_with_index_finger,Click_with_index_finger
s1-3.mov,84,9.227909326553345,Make_a_phone_call,Make_a_phone_call
s1-4.mov,118,11.308410882949829,Wave_finger,Wave_finger
s1-5.mov,90,8.43840503692627,Knock,Knock
s1-6.mov,90,8.34621787071228,Dual_hands_heart,Move_fingers_left
s1-7.mov,96,9.134457111358643,Click_with_index_finger,Sweep_diagonal
s1-8.mov,116,10.942060947418213,Sweep_circle,Sweep_circle
s1-9.mov,112,10.628441095352173,Sweep_cross,Sweep_cross
s1-10.mov,86,7.978969097137451,Dual_hands_heart,Dual_hands_heart
s2-1.mov,72,6.428640127182007,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,56,5.070975065231323,Click_with_index_finger,Click_with_index_finger
s2-3.mov,70,6.527812719345093,Make_a_phone_call,Make_a_phone_call
s2-4.mov,86,7.697119951248169,Make_a_phone_call,Wave_finger
s2-5.mov,79,7.234253168106079,Knock,Knock
s2-6.mov,38,3.4300951957702637,Dual_hands_heart,Move_fingers_left
s2-7.mov,66,6.086766958236694,Sweep_diagonal,Sweep_diagonal
s2-8.mov,66,6.000446081161499,Sweep_circle,Sweep_circle
s2-9.mov,61,5.592296361923218,Sweep_cross,Sweep_cross
s2-10.mov,75,6.761656761169434,Dual_hands_heart,Dual_hands_heart
s3-1.mov,65,5.838322877883911,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,68,6.153582811355591,Click_with_index_finger,Click_with_index_finger
s3-3.mov,54,4.9529149532318115,Make_a_phone_call,Make_a_phone_call
s3-4.mov,66,5.941004991531372,Make_a_phone_call,Wave_finger
s3-5.mov,61,5.569211721420288,Knock,Knock
s3-6.mov,62,5.887000799179077,Click_with_index_finger,Move_fingers_left
s3-7.mov,58,5.4798736572265625,Sweep_diagonal,Sweep_diagonal
s3-8.mov,88,8.080419778823853,Sweep_circle,Sweep_circle
s3-9.mov,79,7.335082054138184,Sweep_cross,Sweep_cross
s3-10.mov,66,6.005518198013306,Dual_hands_heart,Dual_hands_heart
