file,total_frames,time,result,ground_truth
s1-1.mov,136,12.270473003387451,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,85,7.7967209815979,Dual_hands_heart,Click_with_index_finger
s1-3.mov,92,8.381139278411865,Make_a_phone_call,Make_a_phone_call
s1-4.mov,115,10.689625978469849,,Wave_finger
s1-5.mov,100,9.160523891448975,Knock,Knock
s1-6.mov,80,7.41814112663269,Dual_hands_heart,Move_fingers_left
s1-7.mov,56,5.126147270202637,Sweep_diagonal,Sweep_diagonal
s1-8.mov,149,13.593681812286377,Sweep_circle,Sweep_circle
s1-9.mov,114,10.423395872116089,Sweep_cross,Sweep_cross
s1-10.mov,113,10.243738174438477,Dual_hands_heart,Dual_hands_heart
s2-1.mov,113,10.264930009841919,Zoom_in_with_fingers,Zoom_in_with_fingers
s2-2.mov,82,7.567760229110718,Click_with_index_finger,Click_with_index_finger
s2-3.mov,90,8.270241022109985,Make_a_phone_call,Make_a_phone_call
s2-4.mov,116,10.705427408218384,Wave_finger,Wave_finger
s2-5.mov,101,9.315951108932495,Knock,Knock
s2-6.mov,92,8.542702674865723,Move_fingers_left,Move_fingers_left
s2-7.mov,66,6.010364770889282,,Sweep_diagonal
s2-8.mov,111,10.250910997390747,Sweep_circle,Sweep_circle
s2-9.mov,100,9.25967812538147,Sweep_cross,Sweep_cross
s2-10.mov,131,12.189388036727905,Dual_hands_heart,Dual_hands_heart
s3-1.mov,85,7.800218105316162,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,79,7.311934232711792,Click_with_index_finger,Click_with_index_finger
s3-3.mov,103,9.426332235336304,Make_a_phone_call,Make_a_phone_call
s3-4.mov,98,9.067287921905518,Wave_finger,Wave_finger
s3-5.mov,133,12.110356092453003,Knock,Knock
s3-6.mov,70,6.521586894989014,Move_fingers_left,Move_fingers_left
s3-7.mov,69,6.4204699993133545,Sweep_diagonal,Sweep_diagonal
s3-8.mov,141,12.917752027511597,Sweep_circle,Sweep_circle
s3-9.mov,120,11.034281253814697,Sweep_cross,Sweep_cross
s3-10.mov,164,15.046168804168701,Dual_hands_heart,Dual_hands_heart
