file,total_frames,time,result,ground_truth
s1-1.mov,136,6.226510763168335,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,85,4.036829233169556,Dual_hands_heart,Click_with_index_finger
s1-3.mov,92,4.251230001449585,Make_a_phone_call,Make_a_phone_call
s1-4.mov,115,5.444082021713257,Make_a_phone_call,Wave_finger
s1-5.mov,100,4.6383819580078125,Knock,Knock
s1-6.mov,80,3.825800895690918,Dual_hands_heart,Move_fingers_left
s1-7.mov,56,2.5949697494506836,,Sweep_diagonal
s1-8.mov,149,6.979284286499023,Sweep_circle,Sweep_circle
s1-9.mov,114,5.280322074890137,Sweep_diagonal,Sweep_cross
s1-10.mov,113,5.267127752304077,Dual_hands_heart,Dual_hands_heart
s2-1.mov,113,5.301282644271851,Zoom_in_with_fingers,Zoom_in_with_fingers
s2-2.mov,82,3.9518020153045654,Make_a_phone_call,Click_with_index_finger
s2-3.mov,90,4.231881856918335,Make_a_phone_call,Make_a_phone_call
s2-4.mov,116,5.521355867385864,Wave_finger,Wave_finger
s2-5.mov,101,4.88285493850708,Dual_hands_heart,Knock
s2-6.mov,92,4.427762031555176,Move_fingers_left,Move_fingers_left
s2-7.mov,66,3.1031880378723145,,Sweep_diagonal
s2-8.mov,111,5.337274074554443,Sweep_circle,Sweep_circle
s2-9.mov,100,4.751183986663818,Sweep_diagonal,Sweep_cross
s2-10.mov,131,6.174860954284668,Dual_hands_heart,Dual_hands_heart
s3-1.mov,85,4.025783061981201,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,79,3.835221290588379,Click_with_index_finger,Click_with_index_finger
s3-3.mov,103,4.879806041717529,Make_a_phone_call,Make_a_phone_call
s3-4.mov,98,4.698657035827637,Make_a_phone_call,Wave_finger
s3-5.mov,133,6.28395414352417,Knock,Knock
s3-6.mov,70,3.8094730377197266,,Move_fingers_left
s3-7.mov,69,3.6143579483032227,Sweep_diagonal,Sweep_diagonal
s3-8.mov,141,7.281481027603149,Sweep_circle,Sweep_circle
s3-9.mov,120,5.605669021606445,Sweep_cross,Sweep_cross
s3-10.mov,164,8.421688795089722,Dual_hands_heart,Dual_hands_heart
