file,total_frames,time,result,ground_truth
s1-1.mov,83,4.417979717254639,,Zoom_in_with_fingers
s1-2.mov,80,3.734494924545288,Click_with_index_finger,Click_with_index_finger
s1-3.mov,84,3.86358380317688,,Make_a_phone_call
s1-4.mov,118,5.672162055969238,Click_with_index_finger,Wave_finger
s1-5.mov,90,4.470158815383911,Knock,Knock
s1-6.mov,90,4.361526012420654,Click_with_index_finger,Move_fingers_left
s1-7.mov,96,4.680189847946167,Click_with_index_finger,Sweep_diagonal
s1-8.mov,116,5.568747043609619,,Sweep_circle
s1-9.mov,112,5.533475160598755,Sweep_cross,Sweep_cross
s1-10.mov,86,4.141899108886719,Dual_hands_heart,Dual_hands_heart
s2-1.mov,72,3.5238568782806396,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,56,2.9087140560150146,,Click_with_index_finger
s2-3.mov,70,3.5331666469573975,,Make_a_phone_call
s2-4.mov,86,4.2675487995147705,,Wave_finger
s2-5.mov,79,3.9988279342651367,Knock,Knock
s2-6.mov,38,1.862494945526123,,Move_fingers_left
s2-7.mov,66,3.1981136798858643,,Sweep_diagonal
s2-8.mov,66,4.013732194900513,,Sweep_circle
s2-9.mov,61,3.0123672485351562,,Sweep_cross
s2-10.mov,75,3.714092969894409,Dual_hands_heart,Dual_hands_heart
s3-1.mov,65,3.6361889839172363,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,68,3.3034889698028564,,Click_with_index_finger
s3-3.mov,54,2.910104990005493,,Make_a_phone_call
s3-4.mov,66,3.7375009059906006,,Wave_finger
s3-5.mov,61,3.012240171432495,,Knock
s3-6.mov,62,3.0572588443756104,,Move_fingers_left
s3-7.mov,58,2.9295101165771484,,Sweep_diagonal
s3-8.mov,88,4.450447082519531,,Sweep_circle
s3-9.mov,79,3.8424651622772217,Sweep_diagonal,Sweep_cross
s3-10.mov,66,3.094407081604004,Dual_hands_heart,Dual_hands_heart
