file,total_frames,time,result,ground_truth
s1-1.mov,83,3.827219009399414,,Zoom_in_with_fingers
s1-2.mov,80,3.6679189205169678,,Click_with_index_finger
s1-3.mov,84,3.7893829345703125,,Make_a_phone_call
s1-4.mov,118,5.307298183441162,,Wave_finger
s1-5.mov,90,4.230195045471191,,Knock
s1-6.mov,90,4.216094017028809,,Move_fingers_left
s1-7.mov,96,4.517784118652344,,Sweep_diagonal
s1-8.mov,116,5.44740891456604,,Sweep_circle
s1-9.mov,112,6.306581020355225,,Sweep_cross
s1-10.mov,86,4.359076023101807,Dual_hands_heart,Dual_hands_heart
s2-1.mov,72,3.604994058609009,,Zoom_in_with_fingers
s2-2.mov,56,2.727329969406128,,Click_with_index_finger
s2-3.mov,70,3.376173734664917,,Make_a_phone_call
s2-4.mov,86,4.638118743896484,,Wave_finger
s2-5.mov,79,4.109673976898193,Knock,Knock
s2-6.mov,38,1.88130784034729,,Move_fingers_left
s2-7.mov,66,3.31734299659729,,Sweep_diagonal
s2-8.mov,66,3.2882962226867676,,Sweep_circle
s2-9.mov,61,3.0563888549804688,,Sweep_cross
s2-10.mov,75,3.7462899684906006,Dual_hands_heart,Dual_hands_heart
s3-1.mov,65,3.2526588439941406,,Zoom_in_with_fingers
s3-2.mov,68,3.4898488521575928,,Click_with_index_finger
s3-3.mov,54,2.9896669387817383,,Make_a_phone_call
s3-4.mov,66,3.088097095489502,,Wave_finger
s3-5.mov,61,3.143601179122925,,Knock
s3-6.mov,62,3.1050970554351807,,Move_fingers_left
s3-7.mov,58,2.8332748413085938,,Sweep_diagonal
s3-8.mov,88,4.225346088409424,,Sweep_circle
s3-9.mov,79,3.7660481929779053,,Sweep_cross
s3-10.mov,66,3.064237117767334,Dual_hands_heart,Dual_hands_heart
