file,total_frames,time,result,ground_truth
s1-1.mov,136,6.81031608581543,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,85,4.6067728996276855,Dual_hands_heart,Click_with_index_finger
s1-3.mov,92,4.7959747314453125,,Make_a_phone_call
s1-4.mov,115,5.516561985015869,,Wave_finger
s1-5.mov,100,4.738626003265381,Knock,Knock
s1-6.mov,80,3.950200080871582,Dual_hands_heart,Move_fingers_left
s1-7.mov,56,2.818794012069702,,Sweep_diagonal
s1-8.mov,149,8.273681163787842,Sweep_circle,Sweep_circle
s1-9.mov,114,6.511825799942017,Sweep_diagonal,Sweep_cross
s1-10.mov,113,5.379753828048706,Dual_hands_heart,Dual_hands_heart
s2-1.mov,113,5.316009998321533,,Zoom_in_with_fingers
s2-2.mov,82,4.0141119956970215,,Click_with_index_finger
s2-3.mov,90,4.364350080490112,Make_a_phone_call,Make_a_phone_call
s2-4.mov,116,5.650376081466675,Wave_finger,Wave_finger
s2-5.mov,101,4.949602127075195,Dual_hands_heart,Knock
s2-6.mov,92,4.520785808563232,Move_fingers_left,Move_fingers_left
s2-7.mov,66,3.13617205619812,,Sweep_diagonal
s2-8.mov,111,5.396316051483154,Sweep_circle,Sweep_circle
s2-9.mov,100,4.8036229610443115,,Sweep_cross
s2-10.mov,131,6.189015865325928,Dual_hands_heart,Dual_hands_heart
s3-1.mov,85,4.179967880249023,,Zoom_in_with_fingers
s3-2.mov,79,4.150164842605591,,Click_with_index_finger
s3-3.mov,103,5.0183470249176025,,Make_a_phone_call
s3-4.mov,98,4.8429179191589355,Make_a_phone_call,Wave_finger
s3-5.mov,133,6.62950587272644,,Knock
s3-6.mov,70,3.683048963546753,,Move_fingers_left
s3-7.mov,69,3.613219976425171,,Sweep_diagonal
s3-8.mov,141,7.079610109329224,Sweep_circle,Sweep_circle
s3-9.mov,120,5.657007694244385,Sweep_cross,Sweep_cross
s3-10.mov,164,7.6855950355529785,Dual_hands_heart,Dual_hands_heart
