file,total_frames,time,result,ground_truth
s1-1.mov,79,7.19071102142334,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,77,7.072789907455444,Click_with_index_finger,Click_with_index_finger
s1-3.mov,83,7.6144702434539795,Make_a_phone_call,Make_a_phone_call
s1-4.mov,84,7.721268892288208,,Wave_finger
s1-5.mov,92,8.41399097442627,Knock,Knock
s1-6.mov,65,5.959964990615845,Move_fingers_left,Move_fingers_left
s1-7.mov,90,8.256212949752808,Sweep_circle,Sweep_diagonal
s1-8.mov,112,10.236443996429443,Sweep_circle,Sweep_circle
s1-9.mov,103,9.548661947250366,Sweep_cross,Sweep_cross
s1-10.mov,72,6.580471038818359,Dual_hands_heart,Dual_hands_heart
s2-1.mov,100,9.3268301486969,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,63,6.094817161560059,Click_with_index_finger,Click_with_index_finger
s2-3.mov,67,6.25188422203064,Make_a_phone_call,Make_a_phone_call
s2-4.mov,80,7.301831245422363,Make_a_phone_call,Wave_finger
s2-5.mov,90,8.252299785614014,Knock,Knock
s2-6.mov,88,8.033618211746216,,Move_fingers_left
s2-7.mov,50,4.601366996765137,Click_with_index_finger,Sweep_diagonal
s2-8.mov,92,8.48511004447937,Sweep_circle,Sweep_circle
s2-9.mov,87,7.948179006576538,Sweep_cross,Sweep_cross
s2-10.mov,98,8.959631204605103,Dual_hands_heart,Dual_hands_heart
s3-1.mov,67,6.185777902603149,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,52,4.8769590854644775,Click_with_index_finger,Click_with_index_finger
s3-3.mov,46,4.2570109367370605,Make_a_phone_call,Make_a_phone_call
s3-4.mov,64,5.960378170013428,Wave_finger,Wave_finger
s3-5.mov,63,5.793580770492554,Dual_hands_heart,Knock
s3-6.mov,55,5.17294716835022,Click_with_index_finger,Move_fingers_left
s3-7.mov,77,7.139803171157837,Click_with_index_finger,Sweep_diagonal
s3-8.mov,86,7.895594120025635,Sweep_circle,Sweep_circle
s3-9.mov,80,7.341948986053467,,Sweep_cross
s3-10.mov,67,6.1187989711761475,Dual_hands_heart,Dual_hands_heart
