file,total_frames,time,result,ground_truth
s1-1.mov,79,7.048885822296143,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,77,7.091349840164185,Click_with_index_finger,Click_with_index_finger
s1-3.mov,83,7.501445293426514,Make_a_phone_call,Make_a_phone_call
s1-4.mov,84,7.84296989440918,Click_with_index_finger,Wave_finger
s1-5.mov,92,8.585343837738037,Knock,Knock
s1-6.mov,65,6.055615186691284,Move_fingers_left,Move_fingers_left
s1-7.mov,90,8.423382997512817,Sweep_circle,Sweep_diagonal
s1-8.mov,112,10.265537023544312,Sweep_circle,Sweep_circle
s1-9.mov,103,9.33820104598999,Sweep_cross,Sweep_cross
s1-10.mov,72,6.730647087097168,Dual_hands_heart,Dual_hands_heart
s2-1.mov,100,9.44839072227478,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,63,6.1048760414123535,Click_with_index_finger,Click_with_index_finger
s2-3.mov,67,6.513977289199829,Make_a_phone_call,Make_a_phone_call
s2-4.mov,80,7.567610025405884,Make_a_phone_call,Wave_finger
s2-5.mov,90,8.463112831115723,Knock,Knock
s2-6.mov,88,8.307614088058472,Click_with_index_finger,Move_fingers_left
s2-7.mov,50,4.833302021026611,Click_with_index_finger,Sweep_diagonal
s2-8.mov,92,8.915534734725952,Sweep_circle,Sweep_circle
s2-9.mov,87,8.283791780471802,Sweep_cross,Sweep_cross
s2-10.mov,98,9.139579057693481,Dual_hands_heart,Dual_hands_heart
s3-1.mov,67,6.349149227142334,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,52,5.087431907653809,Click_with_index_finger,Click_with_index_finger
s3-3.mov,46,4.418433904647827,Make_a_phone_call,Make_a_phone_call
s3-4.mov,64,5.981316804885864,Wave_finger,Wave_finger
s3-5.mov,63,5.83869194984436,Dual_hands_heart,Knock
s3-6.mov,55,5.280141115188599,Click_with_index_finger,Move_fingers_left
s3-7.mov,77,7.307684898376465,Click_with_index_finger,Sweep_diagonal
s3-8.mov,86,8.189841270446777,Sweep_circle,Sweep_circle
s3-9.mov,80,7.61724591255188,Sweep_diagonal,Sweep_cross
s3-10.mov,67,6.258993148803711,Dual_hands_heart,Dual_hands_heart
