file,total_frames,time,result,ground_truth
s1-1.mov,136,12.237656116485596,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,85,7.7478601932525635,Dual_hands_heart,Click_with_index_finger
s1-3.mov,92,8.3211989402771,Make_a_phone_call,Make_a_phone_call
s1-4.mov,115,10.495712041854858,Wave_finger,Wave_finger
s1-5.mov,100,9.521180152893066,Knock,Knock
s1-6.mov,80,7.688884019851685,Dual_hands_heart,Move_fingers_left
s1-7.mov,56,5.458479166030884,Sweep_diagonal,Sweep_diagonal
s1-8.mov,149,14.734223127365112,Sweep_circle,Sweep_circle
s1-9.mov,114,11.22322702407837,Sweep_cross,Sweep_cross
s1-10.mov,113,10.626507997512817,Dual_hands_heart,Dual_hands_heart
s2-1.mov,113,10.442854881286621,Zoom_in_with_fingers,Zoom_in_with_fingers
s2-2.mov,82,7.596022844314575,Click_with_index_finger,Click_with_index_finger
s2-3.mov,90,8.594051122665405,Make_a_phone_call,Make_a_phone_call
s2-4.mov,116,10.673846006393433,Wave_finger,Wave_finger
s2-5.mov,101,9.249430656433105,Knock,Knock
s2-6.mov,92,8.464043855667114,Move_fingers_left,Move_fingers_left
s2-7.mov,66,5.9148478507995605,Zoom_in_with_fingers,Sweep_diagonal
s2-8.mov,111,10.113691329956055,Sweep_circle,Sweep_circle
s2-9.mov,100,9.293622970581055,Sweep_cross,Sweep_cross
s2-10.mov,131,11.824819087982178,Dual_hands_heart,Dual_hands_heart
s3-1.mov,85,7.678802967071533,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,79,7.370693683624268,Click_with_index_finger,Click_with_index_finger
s3-3.mov,103,9.505154132843018,Make_a_phone_call,Make_a_phone_call
s3-4.mov,98,9.158206939697266,Wave_finger,Wave_finger
s3-5.mov,133,12.289705038070679,Knock,Knock
s3-6.mov,70,6.526579856872559,Move_fingers_left,Move_fingers_left
s3-7.mov,69,6.437265157699585,Sweep_diagonal,Sweep_diagonal
s3-8.mov,141,12.927352905273438,Sweep_circle,Sweep_circle
s3-9.mov,120,10.946287870407104,Sweep_cross,Sweep_cross
s3-10.mov,164,14.959616899490356,Dual_hands_heart,Dual_hands_heart
