file,total_frames,time,result,ground_truth
s1-1.mov,79,7.349363088607788,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,77,7.341984033584595,Click_with_index_finger,Click_with_index_finger
s1-3.mov,83,7.933038711547852,Make_a_phone_call,Make_a_phone_call
s1-4.mov,84,7.998722076416016,Click_with_index_finger,Wave_finger
s1-5.mov,92,8.689196109771729,Knock,Knock
s1-6.mov,65,6.164018154144287,Move_fingers_left,Move_fingers_left
s1-7.mov,90,8.49122405052185,Sweep_circle,Sweep_diagonal
s1-8.mov,112,10.689259052276611,Sweep_circle,Sweep_circle
s1-9.mov,103,9.415601968765259,Sweep_cross,Sweep_cross
s1-10.mov,72,6.81568717956543,Dual_hands_heart,Dual_hands_heart
s2-1.mov,100,9.930675983428955,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,63,6.181903839111328,Click_with_index_finger,Click_with_index_finger
s2-3.mov,67,6.416468858718872,Make_a_phone_call,Make_a_phone_call
s2-4.mov,80,7.693186044692993,Make_a_phone_call,Wave_finger
s2-5.mov,90,8.28833818435669,Knock,Knock
s2-6.mov,88,8.151875734329224,Click_with_index_finger,Move_fingers_left
s2-7.mov,50,4.69411301612854,Click_with_index_finger,Sweep_diagonal
s2-8.mov,92,8.418306112289429,Sweep_circle,Sweep_circle
s2-9.mov,87,8.113971948623657,Sweep_cross,Sweep_cross
s2-10.mov,98,9.635020732879639,Dual_hands_heart,Dual_hands_heart
s3-1.mov,67,6.558071136474609,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,52,5.096734046936035,Click_with_index_finger,Click_with_index_finger
s3-3.mov,46,4.284641742706299,Make_a_phone_call,Make_a_phone_call
s3-4.mov,64,5.976541996002197,Wave_finger,Wave_finger
s3-5.mov,63,6.046252012252808,Dual_hands_heart,Knock
s3-6.mov,55,5.189029693603516,Click_with_index_finger,Move_fingers_left
s3-7.mov,77,7.104214906692505,Click_with_index_finger,Sweep_diagonal
s3-8.mov,86,8.216249227523804,Sweep_circle,Sweep_circle
s3-9.mov,80,7.914119005203247,Sweep_diagonal,Sweep_cross
s3-10.mov,67,6.446293115615845,Dual_hands_heart,Dual_hands_heart
