file,total_frames,time,result,ground_truth
s1-1.mov,83,4.030280113220215,,Zoom_in_with_fingers
s1-2.mov,80,3.739920139312744,Click_with_index_finger,Click_with_index_finger
s1-3.mov,84,3.9372429847717285,Sweep_cross,Make_a_phone_call
s1-4.mov,118,5.8435959815979,Click_with_index_finger,Wave_finger
s1-5.mov,90,4.7269721031188965,Knock,Knock
s1-6.mov,90,4.627447128295898,Click_with_index_finger,Move_fingers_left
s1-7.mov,96,4.74797797203064,Click_with_index_finger,Sweep_diagonal
s1-8.mov,116,5.638891935348511,Sweep_cross,Sweep_circle
s1-9.mov,112,5.6169819831848145,Sweep_cross,Sweep_cross
s1-10.mov,86,4.125024795532227,Dual_hands_heart,Dual_hands_heart
s2-1.mov,72,3.5050368309020996,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,56,2.8016510009765625,,Click_with_index_finger
s2-3.mov,70,3.453270196914673,,Make_a_phone_call
s2-4.mov,86,4.221339702606201,,Wave_finger
s2-5.mov,79,3.9073760509490967,Knock,Knock
s2-6.mov,38,1.878051996231079,,Move_fingers_left
s2-7.mov,66,3.3531341552734375,Click_with_index_finger,Sweep_diagonal
s2-8.mov,66,3.2991888523101807,Sweep_cross,Sweep_circle
s2-9.mov,61,3.112283706665039,Sweep_diagonal,Sweep_cross
s2-10.mov,75,3.9933550357818604,Dual_hands_heart,Dual_hands_heart
s3-1.mov,65,3.2713091373443604,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,68,3.407928228378296,,Click_with_index_finger
s3-3.mov,54,2.7567319869995117,,Make_a_phone_call
s3-4.mov,66,3.1701102256774902,,Wave_finger
s3-5.mov,61,3.081235885620117,Knock,Knock
s3-6.mov,62,3.129689931869507,,Move_fingers_left
s3-7.mov,58,2.8748531341552734,,Sweep_diagonal
s3-8.mov,88,4.365545988082886,Sweep_cross,Sweep_circle
s3-9.mov,79,3.980041980743408,Sweep_diagonal,Sweep_cross
s3-10.mov,66,3.1341898441314697,Dual_hands_heart,Dual_hands_heart
