file,total_frames,time,result,ground_truth
s1-1.mov,83,8.415799140930176,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,80,7.700833082199097,Click_with_index_finger,Click_with_index_finger
s1-3.mov,84,7.862457036972046,Make_a_phone_call,Make_a_phone_call
s1-4.mov,118,10.935429096221924,Wave_finger,Wave_finger
s1-5.mov,90,8.597728967666626,Knock,Knock
s1-6.mov,90,9.151116132736206,Dual_hands_heart,Move_fingers_left
s1-7.mov,96,8.630582094192505,Click_with_index_finger,Sweep_diagonal
s1-8.mov,116,10.414410829544067,Sweep_circle,Sweep_circle
s1-9.mov,112,10.104691982269287,Sweep_cross,Sweep_cross
s1-10.mov,86,7.720142126083374,Dual_hands_heart,Dual_hands_heart
s2-1.mov,72,6.477070093154907,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,56,5.1117942333221436,Click_with_index_finger,Click_with_index_finger
s2-3.mov,70,6.3729400634765625,Make_a_phone_call,Make_a_phone_call
s2-4.mov,86,7.731503963470459,Make_a_phone_call,Wave_finger
s2-5.mov,79,7.315486192703247,Knock,Knock
s2-6.mov,38,3.9675838947296143,Dual_hands_heart,Move_fingers_left
s2-7.mov,66,9.578562021255493,Sweep_diagonal,Sweep_diagonal
s2-8.mov,66,6.724402904510498,Sweep_circle,Sweep_circle
s2-9.mov,61,8.558180093765259,Sweep_cross,Sweep_cross
s2-10.mov,75,7.1638078689575195,Dual_hands_heart,Dual_hands_heart
s3-1.mov,65,6.101876974105835,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,68,6.685626983642578,Click_with_index_finger,Click_with_index_finger
s3-3.mov,54,5.330765962600708,Make_a_phone_call,Make_a_phone_call
s3-4.mov,66,6.139033079147339,Make_a_phone_call,Wave_finger
s3-5.mov,61,5.76795220375061,Knock,Knock
s3-6.mov,62,5.930964231491089,Click_with_index_finger,Move_fingers_left
s3-7.mov,58,5.635122299194336,Sweep_diagonal,Sweep_diagonal
s3-8.mov,88,8.39752721786499,Sweep_circle,Sweep_circle
s3-9.mov,79,7.390676021575928,Sweep_cross,Sweep_cross
s3-10.mov,66,6.231784343719482,Dual_hands_heart,Dual_hands_heart
