file,total_frames,time,result,ground_truth
s1-1.mov,79,3.8882811069488525,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,77,3.7863972187042236,Click_with_index_finger,Click_with_index_finger
s1-3.mov,83,4.3593621253967285,,Make_a_phone_call
s1-4.mov,84,4.338529825210571,,Wave_finger
s1-5.mov,92,4.3940770626068115,Knock,Knock
s1-6.mov,65,3.255837917327881,,Move_fingers_left
s1-7.mov,90,4.273370027542114,Sweep_circle,Sweep_diagonal
s1-8.mov,112,5.298069715499878,Click_with_index_finger,Sweep_circle
s1-9.mov,103,4.92838716506958,Sweep_cross,Sweep_cross
s1-10.mov,72,3.397531747817993,Dual_hands_heart,Dual_hands_heart
s2-1.mov,100,4.840965747833252,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,63,3.207549810409546,Click_with_index_finger,Click_with_index_finger
s2-3.mov,67,3.350074291229248,Make_a_phone_call,Make_a_phone_call
s2-4.mov,80,3.799481153488159,,Wave_finger
s2-5.mov,90,4.500402927398682,Knock,Knock
s2-6.mov,88,4.313544750213623,,Move_fingers_left
s2-7.mov,50,2.414785861968994,,Sweep_diagonal
s2-8.mov,92,4.677406311035156,Sweep_circle,Sweep_circle
s2-9.mov,87,4.210010051727295,,Sweep_cross
s2-10.mov,98,5.146524906158447,Dual_hands_heart,Dual_hands_heart
s3-1.mov,67,3.3498380184173584,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,52,2.6821129322052,,Click_with_index_finger
s3-3.mov,46,2.188246011734009,,Make_a_phone_call
s3-4.mov,64,3.0889892578125,Sweep_diagonal,Wave_finger
s3-5.mov,63,3.0245330333709717,Dual_hands_heart,Knock
s3-6.mov,55,2.7345080375671387,Sweep_diagonal,Move_fingers_left
s3-7.mov,77,3.764954090118408,,Sweep_diagonal
s3-8.mov,86,4.106200933456421,Sweep_cross,Sweep_circle
s3-9.mov,80,3.7671968936920166,,Sweep_cross
s3-10.mov,67,3.175337791442871,Dual_hands_heart,Dual_hands_heart
