file,total_frames,time,result,ground_truth
s1-1.mov,83,9.088449954986572,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,80,8.185132026672363,Click_with_index_finger,Click_with_index_finger
s1-3.mov,84,8.082715034484863,Make_a_phone_call,Make_a_phone_call
s1-4.mov,118,11.219098806381226,Wave_finger,Wave_finger
s1-5.mov,90,8.58299207687378,Knock,Knock
s1-6.mov,90,8.672531843185425,Dual_hands_heart,Move_fingers_left
s1-7.mov,96,9.21451187133789,Click_with_index_finger,Sweep_diagonal
s1-8.mov,116,11.086045980453491,Sweep_circle,Sweep_circle
s1-9.mov,112,10.655754089355469,Sweep_cross,Sweep_cross
s1-10.mov,86,7.864526033401489,Dual_hands_heart,Dual_hands_heart
s2-1.mov,72,6.766261100769043,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,56,5.518295049667358,Click_with_index_finger,Click_with_index_finger
s2-3.mov,70,6.707431077957153,Make_a_phone_call,Make_a_phone_call
s2-4.mov,86,7.862775802612305,Make_a_phone_call,Wave_finger
s2-5.mov,79,7.3061301708221436,Knock,Knock
s2-6.mov,38,3.5263001918792725,Dual_hands_heart,Move_fingers_left
s2-7.mov,66,6.180506944656372,Sweep_diagonal,Sweep_diagonal
s2-8.mov,66,6.066130876541138,Sweep_circle,Sweep_circle
s2-9.mov,61,5.691421031951904,Sweep_cross,Sweep_cross
s2-10.mov,75,6.917900085449219,Dual_hands_heart,Dual_hands_heart
s3-1.mov,65,6.085393190383911,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,68,6.614097833633423,Click_with_index_finger,Click_with_index_finger
s3-3.mov,54,5.347647190093994,Make_a_phone_call,Make_a_phone_call
s3-4.mov,66,6.510907173156738,Make_a_phone_call,Wave_finger
s3-5.mov,61,5.975588798522949,Knock,Knock
s3-6.mov,62,6.0778648853302,Click_with_index_finger,Move_fingers_left
s3-7.mov,58,5.606831789016724,Sweep_diagonal,Sweep_diagonal
s3-8.mov,88,8.41898798942566,Sweep_circle,Sweep_circle
s3-9.mov,79,7.494510173797607,Sweep_cross,Sweep_cross
s3-10.mov,66,6.199416160583496,Dual_hands_heart,Dual_hands_heart
