file,total_frames,time,result,ground_truth
s1-1.mov,83,8.994843006134033,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,80,8.476273775100708,Click_with_index_finger,Click_with_index_finger
s1-3.mov,84,8.35039210319519,,Make_a_phone_call
s1-4.mov,118,11.303375959396362,Wave_finger,Wave_finger
s1-5.mov,90,8.411693096160889,Knock,Knock
s1-6.mov,90,8.335431337356567,Dual_hands_heart,Move_fingers_left
s1-7.mov,96,8.820452213287354,Click_with_index_finger,Sweep_diagonal
s1-8.mov,116,10.67813777923584,Sweep_circle,Sweep_circle
s1-9.mov,112,10.793800830841064,,Sweep_cross
s1-10.mov,86,8.005634784698486,Dual_hands_heart,Dual_hands_heart
s2-1.mov,72,6.5970299243927,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,56,5.219645977020264,Click_with_index_finger,Click_with_index_finger
s2-3.mov,70,6.548399925231934,Make_a_phone_call,Make_a_phone_call
s2-4.mov,86,7.888405084609985,Make_a_phone_call,Wave_finger
s2-5.mov,79,7.44196891784668,Knock,Knock
s2-6.mov,38,3.7230639457702637,Dual_hands_heart,Move_fingers_left
s2-7.mov,66,6.288002252578735,Sweep_diagonal,Sweep_diagonal
s2-8.mov,66,6.118271112442017,Sweep_circle,Sweep_circle
s2-9.mov,61,5.7201128005981445,Sweep_cross,Sweep_cross
s2-10.mov,75,7.051747798919678,Dual_hands_heart,Dual_hands_heart
s3-1.mov,65,6.384419202804565,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,68,6.320605993270874,Click_with_index_finger,Click_with_index_finger
s3-3.mov,54,5.082773923873901,Make_a_phone_call,Make_a_phone_call
s3-4.mov,66,6.135550022125244,Make_a_phone_call,Wave_finger
s3-5.mov,61,5.730798721313477,Knock,Knock
s3-6.mov,62,5.8329339027404785,Click_with_index_finger,Move_fingers_left
s3-7.mov,58,5.434666872024536,Sweep_diagonal,Sweep_diagonal
s3-8.mov,88,8.210345983505249,Sweep_circle,Sweep_circle
s3-9.mov,79,7.279111862182617,Sweep_cross,Sweep_cross
s3-10.mov,66,6.028695821762085,Dual_hands_heart,Dual_hands_heart
