file,total_frames,time,result,ground_truth
s1-1.mov,79,7.273644208908081,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,77,7.56643009185791,Click_with_index_finger,Click_with_index_finger
s1-3.mov,83,8.30227780342102,Make_a_phone_call,Make_a_phone_call
s1-4.mov,84,8.324130058288574,Click_with_index_finger,Wave_finger
s1-5.mov,92,8.999384880065918,Knock,Knock
s1-6.mov,65,6.315278053283691,Move_fingers_left,Move_fingers_left
s1-7.mov,90,8.605998992919922,Sweep_circle,Sweep_diagonal
s1-8.mov,112,10.663855075836182,Click_with_index_finger,Sweep_circle
s1-9.mov,103,9.970216989517212,Sweep_cross,Sweep_cross
s1-10.mov,72,7.436971187591553,Dual_hands_heart,Dual_hands_heart
s2-1.mov,100,10.602668762207031,Dual_hands_heart,Zoom_in_with_fingers
s2-2.mov,63,6.703655958175659,Click_with_index_finger,Click_with_index_finger
s2-3.mov,67,7.497288942337036,Make_a_phone_call,Make_a_phone_call
s2-4.mov,80,7.934643268585205,Make_a_phone_call,Wave_finger
s2-5.mov,90,8.684954166412354,Knock,Knock
s2-6.mov,88,8.395127058029175,Click_with_index_finger,Move_fingers_left
s2-7.mov,50,4.886192798614502,Click_with_index_finger,Sweep_diagonal
s2-8.mov,92,8.691925048828125,Sweep_circle,Sweep_circle
s2-9.mov,87,8.383304834365845,Sweep_cross,Sweep_cross
s2-10.mov,98,10.224630117416382,Dual_hands_heart,Dual_hands_heart
s3-1.mov,67,6.716724872589111,Dual_hands_heart,Zoom_in_with_fingers
s3-2.mov,52,5.156797170639038,Click_with_index_finger,Click_with_index_finger
s3-3.mov,46,4.507772922515869,Make_a_phone_call,Make_a_phone_call
s3-4.mov,64,6.794196844100952,Wave_finger,Wave_finger
s3-5.mov,63,6.204478025436401,Dual_hands_heart,Knock
s3-6.mov,55,5.794724941253662,Click_with_index_finger,Move_fingers_left
s3-7.mov,77,7.755986928939819,Click_with_index_finger,Sweep_diagonal
s3-8.mov,86,9.519326210021973,Sweep_circle,Sweep_circle
s3-9.mov,80,8.841762781143188,Sweep_diagonal,Sweep_cross
s3-10.mov,67,6.72251296043396,Dual_hands_heart,Dual_hands_heart
