file,total_frames,time,result,ground_truth
s1-1.mov,136,1.5340111255645752,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,85,1.3072590827941895,Dual_hands_heart,Click_with_index_finger
s1-3.mov,92,0.394974946975708,Wave_finger,Make_a_phone_call
s1-4.mov,115,2.74576997756958,Wave_finger,Wave_finger
s1-5.mov,100,0.6534759998321533,Knock,Knock
s1-6.mov,80,3.928617000579834,Make_a_phone_call,Move_fingers_left
s1-7.mov,56,0.5474369525909424,Sweep_diagonal,Sweep_diagonal
s1-8.mov,149,2.1820180416107178,Sweep_diagonal,Sweep_circle
s1-9.mov,114,0.5752761363983154,Move_fingers_left,Sweep_cross
s1-10.mov,113,1.5319218635559082,Dual_hands_heart,Dual_hands_heart
s2-1.mov,113,1.5207569599151611,Move_fingers_left,Zoom_in_with_fingers
s2-2.mov,82,0.6904020309448242,Wave_finger,Click_with_index_finger
s2-3.mov,90,1.6068389415740967,Wave_finger,Make_a_phone_call
s2-4.mov,116,2.361948013305664,Wave_finger,Wave_finger
s2-5.mov,101,2.8761870861053467,Knock,Knock
s2-6.mov,92,1.4895761013031006,Move_fingers_left,Move_fingers_left
s2-7.mov,66,1.2536838054656982,Click_with_index_finger,Sweep_diagonal
s2-8.mov,111,1.555879831314087,Move_fingers_left,Sweep_circle
s2-9.mov,100,1.0032100677490234,Sweep_cross,Sweep_cross
s2-10.mov,131,1.305610179901123,Dual_hands_heart,Dual_hands_heart
s3-1.mov,85,1.2743608951568604,Move_fingers_left,Zoom_in_with_fingers
s3-2.mov,79,1.2701120376586914,Click_with_index_finger,Click_with_index_finger
s3-3.mov,103,0.9174690246582031,Make_a_phone_call,Make_a_phone_call
s3-4.mov,98,2.8330719470977783,Wave_finger,Wave_finger
s3-5.mov,133,0.6998679637908936,Dual_hands_heart,Knock
s3-6.mov,70,1.420943260192871,Move_fingers_left,Move_fingers_left
s3-7.mov,69,1.8100547790527344,Sweep_diagonal,Sweep_diagonal
s3-8.mov,141,0.8399820327758789,Move_fingers_left,Sweep_circle
s3-9.mov,120,1.529163122177124,Sweep_diagonal,Sweep_cross
s3-10.mov,164,0.6975600719451904,Dual_hands_heart,Dual_hands_heart
