file,total_frames,time,result,ground_truth
s1-1.mov,83,0.2108759880065918,Dual_hands_heart,Zoom_in_with_fingers
s1-2.mov,80,0.254345178604126,Click_with_index_finger,Click_with_index_finger
s1-3.mov,84,0.16927576065063477,Sweep_cross,Make_a_phone_call
s1-4.mov,118,0.25694894790649414,Wave_finger,Wave_finger
s1-5.mov,90,0.31161999702453613,Knock,Knock
s1-6.mov,90,0.21420884132385254,Dual_hands_heart,Move_fingers_left
s1-7.mov,96,0.258228063583374,Click_with_index_finger,Sweep_diagonal
s1-8.mov,116,0.20542120933532715,Sweep_cross,Sweep_circle
s1-9.mov,112,0.29947900772094727,Sweep_cross,Sweep_cross
s1-10.mov,86,0.20914196968078613,Dual_hands_heart,Dual_hands_heart
s2-1.mov,72,0.18792986869812012,Move_fingers_left,Zoom_in_with_fingers
s2-2.mov,56,0.24544978141784668,Sweep_diagonal,Click_with_index_finger
s2-3.mov,70,0.2599210739135742,Move_fingers_left,Make_a_phone_call
s2-4.mov,86,0.20252227783203125,Wave_finger,Wave_finger
s2-5.mov,79,0.2610948085784912,Move_fingers_left,Knock
s2-6.mov,38,0.14307379722595215,Wave_finger,Move_fingers_left
s2-7.mov,66,0.25435400009155273,Sweep_diagonal,Sweep_diagonal
s2-8.mov,66,0.16913366317749023,Move_fingers_left,Sweep_circle
s2-9.mov,61,0.2250051498413086,Move_fingers_left,Sweep_cross
s2-10.mov,75,0.17088103294372559,Knock,Dual_hands_heart
s3-1.mov,65,0.17105412483215332,Move_fingers_left,Zoom_in_with_fingers
s3-2.mov,68,0.22362971305847168,Dual_hands_heart,Click_with_index_finger
s3-3.mov,54,0.2533450126647949,Move_fingers_left,Make_a_phone_call
s3-4.mov,66,0.1715068817138672,Wave_finger,Wave_finger
s3-5.mov,61,0.22614669799804688,Make_a_phone_call,Knock
s3-6.mov,62,0.26264023780822754,Move_fingers_left,Move_fingers_left
s3-7.mov,58,0.25835680961608887,Sweep_cross,Sweep_diagonal
s3-8.mov,88,0.2916882038116455,Sweep_circle,Sweep_circle
s3-9.mov,79,0.21273303031921387,Sweep_cross,Sweep_cross
s3-10.mov,66,0.14482998847961426,Dual_hands_heart,Dual_hands_heart
