epoch	loss	prec1	prec5	lr
1	1.8946757316589355	40.657440185546875	83.2179946899414	0.01
2	1.2461140155792236	61.63494873046875	94.07439422607422	0.01
3	1.0072059631347656	68.16609191894531	95.6314926147461	0.01
4	0.9202558994293213	69.93944549560547	96.23703002929688	0.01
5	0.8921110033988953	69.59342956542969	95.93425750732422	0.01
6	0.8757221698760986	72.27508544921875	95.58824157714844	0.01
7	0.7887669205665588	74.26470947265625	96.06401824951172	0.01
8	0.7909261584281921	72.88062286376953	96.71280670166016	0.01
9	0.7577854990959167	75.8218002319336	95.97750854492188	0.01
10	0.7428099513053894	75.17301177978516	96.84255981445312	0.01
11	0.7692962884902954	74.04844665527344	96.02076721191406	0.01
12	0.6949954032897949	76.34083557128906	97.10208129882812	0.01
13	0.6866428256034851	77.24913787841797	96.79930877685547	0.01
14	0.7035288214683533	76.08131408691406	96.97232055664062	0.01
15	0.678974986076355	78.33045196533203	96.4100341796875	0.001
16	0.6354228258132935	79.4117660522461	96.75605773925781	0.001
17	0.6057655811309814	80.75259399414062	97.4913558959961	0.001
18	0.5861997008323669	80.19031524658203	96.88581848144531	0.001
19	0.5599841475486755	81.4878921508789	97.88062286376953	0.001
20	0.5581377744674683	81.66090393066406	97.3615951538086	0.001
21	0.5607841610908508	82.56920623779297	97.18858337402344	0.001
22	0.549360990524292	82.48270416259766	97.10208129882812	0.001
23	0.542984664440155	82.43944549560547	97.75086975097656	0.001
24	0.5478607416152954	82.39619445800781	97.62110900878906	0.001
25	0.5263940095901489	82.61245727539062	97.40484619140625	0.00010000000000000002
26	0.5536057353019714	82.65570831298828	97.79412078857422	0.00010000000000000002
27	0.5259007215499878	83.04498291015625	97.83737182617188	0.00010000000000000002
28	0.5264396071434021	82.95848083496094	97.3615951538086	0.00010000000000000002
29	0.5442452430725098	82.3096923828125	97.2318344116211	0.00010000000000000002
30	0.5487278699874878	82.65570831298828	97.7076187133789	0.00010000000000000002
