epoch	loss	prec1	prec5	lr
1	1.9016621112823486	39.14360046386719	84.81834411621094	0.01
2	1.3437869548797607	58.34775161743164	93.16609191894531	0.01
3	1.1368013620376587	61.67820358276367	94.42041778564453	0.01
4	1.074874758720398	64.14360046386719	93.25260162353516	0.01
5	0.9699960947036743	68.12284088134766	95.24221801757812	0.01
6	0.9961461424827576	65.44117736816406	94.8096923828125	0.01
7	0.9236904382705688	68.81488037109375	94.85294342041016	0.01
8	0.8959259986877441	68.7716293334961	96.06401824951172	0.01
9	0.9189164042472839	68.03633117675781	95.37197875976562	0.01
10	0.8823150992393494	70.28546905517578	95.93425750732422	0.01
11	0.8776594400405884	70.5017318725586	95.28546905517578	0.01
12	0.8052293062210083	72.88062286376953	96.84255981445312	0.01
13	0.8195120692253113	72.10208129882812	95.93425750732422	0.01
14	0.8869792819023132	69.50691986083984	95.28546905517578	0.01
15	0.7765771150588989	72.96713256835938	96.19377136230469	0.001
16	0.7550928592681885	74.0916976928711	96.58304595947266	0.001
17	0.7657487988471985	74.26470947265625	95.93425750732422	0.001
18	0.7290244102478027	76.1678237915039	96.02076721191406	0.001
19	0.7293151617050171	75.60553741455078	96.75605773925781	0.001
20	0.7249438166618347	76.60034942626953	96.4100341796875	0.001
21	0.7041060328483582	76.68685150146484	96.49654388427734	0.001
22	0.7117153406143188	76.0380630493164	96.49654388427734	0.001
23	0.7027994394302368	77.29238891601562	96.62629699707031	0.001
24	0.6847034692764282	75.9515609741211	97.18858337402344	0.001
25	0.6878623962402344	77.07612609863281	96.97232055664062	0.00010000000000000002
26	0.71713787317276	76.38408660888672	96.49654388427734	0.00010000000000000002
27	0.6825318336486816	76.85986328125	96.6695556640625	0.00010000000000000002
28	0.6633170247077942	78.50346374511719	97.2318344116211	0.00010000000000000002
29	0.6830841898918152	77.72491455078125	96.62629699707031	0.00010000000000000002
30	0.7289814949035645	75.9515609741211	96.19377136230469	0.00010000000000000002
